measure,country,sex,age,cause,metric,year,value,upper_ci,lower_ci
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2011,0.0017097507783765,0.0021213254883435,0.0013166408403702
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2011,55.290660616944095,71.49686770476852,41.53633208113217
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2011,85734.14814623307,129491.13481511024,53013.61946606524
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2011,0.0078137444306054,0.0118708209984957,0.0047226948609704
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2011,252.34593350310948,381.13822790378697,156.03784001825
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Number,2011,12567.985455853166,19973.7604299126,7712.583433182053
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Percent,2011,0.0034239962861797,0.0045931043306647,0.0024360580657331
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Rate,2011,36.99202815547,58.78984430634,22.7008620048
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2011,7225.71654629626,10843.975767114092,4528.85517733031
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2011,0.001978831055797,0.0026346232722149,0.0013370537302067
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2011,21.26784048747,31.91765763124,13.33002324201
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2011,8820.34039003552,12608.32184010812,5864.285819698495
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2011,0.0024087674037139,0.0030428285884098,0.0018930636897826
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2011,25.96138268898,37.11075240664,17.26066814096
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Number,2011,46059.90095750999,76633.64830129097,24095.785251268564
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Percent,2011,0.0062860855464375,0.0104706509084999,0.0032615839775035
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Rate,2011,135.57058599752722,225.55994240887472,70.92242186101417
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2011,11559.201532749234,15817.134563352063,7948.587136756158
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2011,0.0015773537312067,0.0021622215258489,0.0010775256386823
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2011,34.02282012946484,46.55542363266308,23.39550441014875
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2011,76913.80775619752,119532.047867408,43974.95927531682
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2011,0.0104973899980069,0.0161953808172441,0.0059288492562898
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2011,226.38455081412215,351.82511117030043,129.4338649071726
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Number,2011,263088.5476248423,321461.24068761093,209690.28298319195
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2011,0.0080510287291349,0.0098145276474696,0.0063958855021897
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2011,774.3626848794299,946.17417470598,617.19269800955
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2011,94422.38626861616,121405.5385877252,70336.54419485525
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2011,0.0028896943502413,0.0037117235273747,0.0021467948017137
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2011,277.91849247634,357.33945726167,207.02533690495
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2011,169808.92937538825,208538.43704793727,137790.97051201898
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2011,0.0051964373354969,0.0063867731473144,0.0042077376142916
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2011,499.80776303168,613.80240786183,405.56758110954
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Number,2011,15951.458674468053,19647.267043432632,12616.415053269862
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2011,0.0001151417956007,0.0001424744278151,8.88850391446e-05
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2011,46.95078701988,57.82885874603,37.13457359662
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2011,9555.00490912746,12433.067966741575,7327.636306970069
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2011,6.89301140548e-05,9.04170484583e-05,5.24461290962e-05
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2011,28.12376031669,36.59491824685,21.56782640564
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Number,2012,1086.4080017096512,1827.144315841828,574.6681928560475
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Percent,2012,0.0048603310395396,0.0081802435460736,0.0025344205765103
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Rate,2012,3.16632338987197,5.325190697065355,1.6748637138092932
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2012,790.4294208730649,1117.3807638614437,535.6913476491387
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2012,0.003536410095774,0.0049764461928684,0.0024080094970944
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2012,2.303697284459264,3.256593142207954,1.5612661552053042
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2012,2210.7015216327386,3336.8633774840832,1374.8111068099447
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2012,0.0098910622688334,0.0148232127672112,0.0061342826691154
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2012,6.4430636786142,9.725249210525188,4.006870860024731
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Number,2012,58109.490246781184,88562.93593700873,35563.150073949684
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Percent,2012,0.0052869175420921,0.0081269853220149,0.0032357954915937
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Rate,2012,169.35942836611545,258.1156389604973,103.64838414248732
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2012,19817.16423642143,25070.90525188678,14893.155220445527
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2012,0.0018026113035073,0.0022405931899414,0.0013817302114828
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2012,57.75689293890633,73.06885956232914,43.40592636401933
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2012,86613.47383000106,130845.89891267336,54948.31012744841
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2012,0.0078884342317657,0.0116829669543706,0.0048508291745233
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2012,252.4339544944645,381.3488390586663,160.1462059527218
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Number,2012,12707.314740292792,20137.75955217623,7851.942648115834
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Percent,2012,0.0034113965720698,0.0044988376458799,0.0024298841548934
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Rate,2012,37.03531989946,58.69126422976,22.88439483466
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2012,7527.717036433771,11102.001164734427,4743.03251688187
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2012,0.0020313118571105,0.0027108094789151,0.0013900766206102
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2012,21.93944308886,32.35665229542,13.823512689050002
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2012,9023.771510677188,12666.631908456127,5883.819950960694
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2012,0.0024280024928167,0.0030546626058462,0.0018850944455325
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2012,26.299676322480003,36.91675026281,17.14832429732
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Number,2012,45402.17550648841,76984.12056147454,23965.082702376552
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Percent,2012,0.0062347820710354,0.0105615752524867,0.0032585686387312
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Rate,2012,132.32410846665192,224.36931723526263,69.84595270040245
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2012,12289.447199987666,16902.790669019567,8396.035146791744
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2012,0.0016877184455502,0.0023159373305231,0.0011404157946061
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2012,35.817449850039935,49.26298532890389,24.470146046088047
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2012,77589.70231932389,119568.09946779866,45404.61683459769
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2012,0.0106558837497365,0.0162020684602937,0.0062113935903769
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2012,226.13427817198323,348.4798247358729,132.3312236888177
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Number,2012,266438.0086926206,324234.76029557345,211704.26943381847
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2012,0.0080766624005779,0.0098085774153253,0.0064023400160383
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2012,776.53045407136,944.97840932487,617.0096124008501
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2012,98141.46587360966,126422.12204735864,73337.8418489621
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2012,0.0029752270696638,0.003827489314211,0.0022171409812962
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2012,286.03215221437,368.45579322489,213.74228065669
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2012,174282.6059257732,215013.7210005743,140801.7415201558
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2012,0.0052830575947212,0.0065085283902028,0.0042588950392499
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2012,507.94461263374,626.65497021023,410.36502567027
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Number,2012,15942.997939448742,19575.93331927591,12589.616099439922
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2012,0.0001151044812679,0.0001418326185055,8.88325125325e-05
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2012,46.46568066593,57.05382825775,36.69228858995
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2012,9909.576343624023,12905.29088540587,7607.8438659677695
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2012,7.15046500849e-05,9.37659295963e-05,5.44060780312e-05
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2012,28.88134412776,37.6123190544,22.17297179457
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Number,2013,1107.8744534335283,1906.4974997559696,562.3199334310199
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Percent,2013,0.0048767624380394,0.0083894016769102,0.0024774999634631
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Rate,2013,3.198665717460301,5.504457814686028,1.6235354897262106
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2013,841.8149147791551,1195.692088671159,570.9298857583068
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2013,0.003706354662214,0.0052422595299201,0.0025117781959041
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2013,2.43049607291302,3.4522136337900604,1.64839422642955
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2013,2306.002727355092,3604.588499095132,1477.873065015774
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2013,0.0101523042528987,0.0158182182928568,0.0063554316956726
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2013,6.6579131286045525,10.407202388207304,4.266929247419066
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Number,2013,58796.64686801739,91458.48094752154,36365.28411121546
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Percent,2013,0.0053361738891645,0.0081302046853977,0.0031959013426775
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Rate,2013,169.75824115763038,264.0598008837341,104.994196076774
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2013,20872.845281980703,26530.262391367367,15561.385361610164
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2013,0.0018939291645089,0.0023936187813022,0.0014297020964634
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2013,60.26427852217859,76.59842730689407,44.928980642261465
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2013,88869.70269033639,136131.87193297065,57475.347411107534
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2013,0.0080737196030596,0.0123795365999733,0.0051174370635465
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2013,256.58545554099135,393.0412425849978,165.94337272897576
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Number,2013,12875.69141685553,20377.27070631068,7905.866633390369
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Percent,2013,0.0034060854291416,0.0044717540704537,0.0023991234059394
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Rate,2013,37.17481939948,58.83345086772,22.82589375417
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2013,7800.746977693368,11663.887318771498,4912.8876290231865
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2013,0.0020743671939069,0.0027741605906332,0.0014253872444053
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2013,22.5223912789,33.67608701802,14.18453614846
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2013,9255.127904864705,12718.30758778169,6141.872012490081
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2013,0.0024536902968616,0.0030764390409617,0.0019135266577772
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2013,26.72149380126,36.72041930299,17.73287161419
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Number,2013,45920.955451161884,79358.73206033318,23184.66797611849
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Percent,2013,0.0063289756440924,0.0109337555182427,0.003195892934
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Rate,2013,132.58342175814633,229.12529017687623,66.93899511453932
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2013,13072.09830428732,18103.79907717933,8925.472701598792
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2013,0.0018020090351041,0.002515298092043,0.0012097048865934
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2013,37.74188724327646,52.2694618370288,25.769710145631397
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2013,79614.5747854717,126693.82811873018,48418.27197897526
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2013,0.01097422480423,0.0172658368810276,0.0065749294999195
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2013,229.8639617397289,365.7916322208118,139.79369792112385
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Number,2013,269690.8624670398,327966.67369674216,216332.2000303725
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2013,0.008101217002131,0.0098530835700734,0.0064933086922054
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2013,778.65403738852,946.90851691003,624.5963968889599
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2013,102041.11123618652,131657.21405743915,76465.65273210147
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2013,0.0030654588322191,0.0039493926998965,0.0022906426981331
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2013,294.61407226349,380.12196757196,220.77236387152
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2013,178593.56739332672,220182.07703475308,143653.61489455454
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2013,0.0053646990344854,0.0066011483415687,0.0043055005073663
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2013,515.63705581396,635.71179859552,414.75809080024
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Number,2013,15922.400069697154,19470.499766924306,12613.907378245276
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2013,0.0001149798736052,0.0001424520262641,8.85547076885e-05
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2013,45.97130576012,56.21541313933,36.41899401955
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2013,10286.58646518714,13413.424308328164,7900.47983875457
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2013,7.42427109372e-05,9.75070189875e-05,5.61807844975e-05
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2013,29.6995308213,38.72736694652,22.81034094918
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Number,2014,1126.949425150145,1942.446374351975,558.2010899801933
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Percent,2014,0.0048916269516374,0.0084987780760534,0.0024271212720431
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Rate,2014,3.2247791752134183,5.558333388514313,1.5972990538681306
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2014,894.0466879588971,1287.569673901602,591.8146396832144
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2014,0.0038819724915093,0.005590381396948,0.0025993379779602
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2014,2.558325224412145,3.68439592618012,1.6934846258807008
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2014,2402.4096383171573,3697.2236989521807,1524.0866629199234
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2014,0.0104306436931972,0.016101406658187,0.0066313407363192
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2014,6.874523735566035,10.579649560492076,4.361192101544286
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Number,2014,59597.225852228905,90939.3728920765,36680.81539560384
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Percent,2014,0.0054027005933637,0.0083815086039586,0.0032330120060599
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Rate,2014,170.5381701607004,260.22409645425296,104.96258925002914
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2014,21939.44872841296,28157.48062712829,16433.348592212973
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2014,0.001988678534841,0.0025603046081768,0.0014948616634894
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2014,62.77999331302965,80.57296549997443,47.024222326685816
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2014,91959.73403084908,140345.8742749487,60617.11119820164
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2014,0.0083448051404575,0.0128241232864679,0.0053757108085791
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2014,263.14387198106726,401.6013874168996,173.45658420076242
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Number,2014,13030.88802306179,20867.30669652789,8069.576153016767
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Percent,2014,0.0034016799365694,0.0045164537297368,0.0023819827990893
YLDs (Years Lived with Disability),Morocco,Both,All ages,Rheumatic heart disease,Rate,2014,37.288040965730005,59.71204614509,23.09118807845
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2014,8105.389588111348,11962.580313416343,4992.811022917756
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2014,0.0021278972950481,0.0028322847018103,0.0014561129273211
YLDs (Years Lived with Disability),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2014,23.19366864866,34.231065756460005,14.28698808762
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2014,9465.495208505756,13414.797383823205,6389.42159520395
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2014,0.0024770372060034,0.0031357342763242,0.0019485136944789
YLDs (Years Lived with Disability),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2014,27.0856270479,38.38660216477,18.28340584061
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Number,2014,46566.33782916715,78502.05260979065,23101.10375076659
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Percent,2014,0.0064492627530934,0.0109866908609975,0.0032076773193205
YLLs (Years of Life Lost),Morocco,Both,All ages,Rheumatic heart disease,Rate,2014,133.2501291949676,224.63455663401535,66.10408296715849
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2014,13834.05914030162,19535.5850524848,9109.039323944746
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2014,0.0019167470697743,0.0027415518782819,0.0012611537308485
YLLs (Years of Life Lost),Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2014,39.58632466436712,55.90130883155671,26.06562429733129
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2014,82494.23882234332,130327.3457066886,50537.94821848487
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2014,0.0114285163706285,0.0179023350101097,0.0070408368763669
YLLs (Years of Life Lost),Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2014,236.0582449331588,372.9332488365888,144.61493953135565
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Number,2014,272918.20286780805,331757.20852058654,219471.62860754065
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2014,0.0081272198713623,0.0098812970052305,0.0065351087225466
Prevalence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2014,780.9586814665801,949.32719551419,628.0206739441501
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2014,106079.74478176342,136638.62251928964,79613.0654839337
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2014,0.0031592388016701,0.0040564642930557,0.0023672864186192
Prevalence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2014,303.54845057808,390.99304245294,227.81373317909
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2014,182728.3810613304,226619.60002826343,146421.90943599117
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2014,0.0054414069603606,0.0067247797121319,0.0043553995635547
Prevalence,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2014,522.87943435308,648.4746791267701,418.98803425119
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Number,2014,15900.171829319725,19346.051016371443,12546.331874597608
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Percent,2014,0.0001150896014938,0.0001430162511584,8.84907571707e-05
Incidence,Morocco,Both,All ages,Rheumatic heart disease,Rate,2014,45.49853068222,55.35895493437,35.901477787370006
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2014,10676.928055403854,13946.79387342043,8185.893328974172
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2014,7.72419975053e-05,0.0001015273522862,5.84843985592e-05
Incidence,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2014,30.55215653864,39.90891644317,23.42403106002
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Number,2015,1110.123142450131,1851.7428766416888,535.5403510609632
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Percent,2015,0.0047307274929315,0.0079821940337074,0.0022919189603354
Deaths,Morocco,Both,All ages,Rheumatic heart disease,Rate,2015,3.1498799785354694,5.2541628847192055,1.5195501877221358
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2015,941.2146407308652,1341.5437126854413,617.7124359975156
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Percent,2015,0.0040121049611704,0.0057395924963195,0.0026847387635044
Deaths,Morocco,Both,All ages,Atrial fibrillation and flutter,Rate,2015,2.670616473951933,3.8065161596321166,1.752706488351
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Number,2015,2447.932288304252,3777.114919060033,1574.7224938344011
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2015,0.0104337180447498,0.0160706920203809,0.0065981543017826
Deaths,Morocco,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2015,6.945799622483287,10.717242263697129,4.468141114625258
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Number,2015,57689.60808371964,86743.91848935996,35341.631747021835
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Percent,2015,0.0052086940405822,0.0079765167877375,0.0031687080178163
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Rheumatic heart disease,Rate,2015,163.68935528305988,246.1284894091123,100.27887356984662
DALYs (Disability-Adjusted Life Years),Morocco,Both,All ages,Atrial fibrillation and flutter,Number,2015,22995.774204344576,29945.110682310376,16934.122363424976
