measure,country,sex,age,cause,metric,year,value,upper_ci,lower_ci
Deaths,African Region,Both,All ages,Rheumatic heart disease,Percent,2004,0.0018630072792822,0.0027053384999597,0.0012100954180171
Deaths,African Region,Both,All ages,Rheumatic heart disease,Rate,2004,2.22193013716807,3.2320412565346457,1.4443062562334483
Deaths,African Region,Both,All ages,Atrial fibrillation and flutter,Number,2004,6173.438947130244,7980.5562721565375,4824.645024423203
Deaths,African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0006947384419268,0.0008937624315173,0.0005415555090511
Deaths,African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2004,0.8286335816090132,1.0711949990375165,0.6475909004394274
Deaths,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,21674.85217017642,32046.937098333223,13613.805802840094
Deaths,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.002439383967425,0.0036029151926088,0.0015299177280941
Deaths,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,2.909320159871063,4.301519541184567,1.827321329059377
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Rheumatic heart disease,Number,2004,1315789.850961422,1796074.7641793,965764.3359498264
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Rheumatic heart disease,Percent,2004,0.0020945698929729,0.0028040938848925,0.00158083660166
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Rheumatic heart disease,Rate,2004,176.6126896506829,241.0792230109113,129.63030290602657
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Atrial fibrillation and flutter,Number,2004,180927.37979851497,230753.20389948649,143802.4106799024
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0002880480317643,0.0003598685663169,0.0002324928312935
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2004,24.28508713174689,30.9729885486065,19.30196566714079
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,1136023.3530381653,1586628.7918490018,802659.2965747769
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0018101431254715,0.0025187791631112,0.0012791079816641
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,152.48342259172856,212.9662105243596,107.73743021168274
YLDs (Years Lived with Disability),African Region,Both,All ages,Atrial fibrillation and flutter,Number,2004,91322.52621266854,140661.03279661838,58510.255031895205
YLDs (Years Lived with Disability),African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0011805140822091,0.0015891120933913,0.0008084012192746
YLDs (Years Lived with Disability),African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2004,12.25782139019,18.88031231818,7.853574418269999
YLDs (Years Lived with Disability),African Region,Both,All ages,Rheumatic heart disease,Number,2004,591162.205640588,956541.9021043744,363446.4504774698
YLDs (Years Lived with Disability),African Region,Both,All ages,Rheumatic heart disease,Percent,2004,0.007594005081684,0.0097495168880437,0.0055251500382767
YLDs (Years Lived with Disability),African Region,Both,All ages,Rheumatic heart disease,Rate,2004,79.34910508826,128.39241613757,48.78381993592
YLDs (Years Lived with Disability),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,309180.36219296016,447891.11930697167,194378.2043704005
YLDs (Years Lived with Disability),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0039809136894115,0.0051233746977428,0.0029972503840889
YLDs (Years Lived with Disability),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,41.49992136979,60.1184567533,26.09053220637
YLLs (Years of Life Lost),African Region,Both,All ages,Rheumatic heart disease,Number,2004,724627.6453208332,1061152.067199398,464212.86489632673
YLLs (Years of Life Lost),African Region,Both,All ages,Rheumatic heart disease,Percent,2004,0.0013178015673963,0.001928943137503,0.0008424475166101
YLLs (Years of Life Lost),African Region,Both,All ages,Rheumatic heart disease,Rate,2004,97.26358456241483,142.4337789043813,62.30925294026543
YLLs (Years of Life Lost),African Region,Both,All ages,Atrial fibrillation and flutter,Number,2004,89604.85358584637,114619.80488285288,70548.50648576081
YLLs (Years of Life Lost),African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0001629413332634,0.0002084992465679,0.0001283587848083
YLLs (Years of Life Lost),African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2004,12.02726574155341,15.384912729647326,9.469416010607445
YLLs (Years of Life Lost),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,826842.9908452057,1230500.3815507772,515448.228941038
YLLs (Years of Life Lost),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0015037156829768,0.0022327470152042,0.0009427882605662
YLLs (Years of Life Lost),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,110.98350122193514,165.1646589636495,69.18635070975846
Prevalence,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,6050491.691709642,7856598.48771871,4636431.191256513
Prevalence,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0081977533417264,0.0106396219014956,0.0062777364043508
Prevalence,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,812.13091178743,1054.55669034657,622.32778469131
Prevalence,African Region,Both,All ages,Rheumatic heart disease,Number,2004,12484160.497912014,15132084.818227625,9775100.84910794
Prevalence,African Region,Both,All ages,Rheumatic heart disease,Percent,2004,0.0169148538883445,0.020508132938476,0.0132256688287046
Prevalence,African Region,Both,All ages,Rheumatic heart disease,Rate,2004,1675.69400383807,2031.11324944229,1312.068831741
Prevalence,African Region,Both,All ages,Atrial fibrillation and flutter,Number,2004,1206097.548645164,1533506.4810342002,906229.5702505674
Prevalence,African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0016341080626051,0.0020763179759199,0.0012273246727089
Prevalence,African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2004,161.88917393736,205.83583618182,121.63921292293
Incidence,African Region,Both,All ages,Rheumatic heart disease,Number,2004,1443269.726136515,1731040.9714750175,1178155.560562723
Incidence,African Region,Both,All ages,Rheumatic heart disease,Percent,2004,0.0003215429101395,0.0003959874062573,0.0002585699582374
Incidence,African Region,Both,All ages,Rheumatic heart disease,Rate,2004,193.72375310398,232.35002279759,158.13864366399
Incidence,African Region,Both,All ages,Atrial fibrillation and flutter,Number,2004,114090.42449191792,144499.74349852704,85836.67079688609
Incidence,African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2004,2.54034763739e-05,3.31918506694e-05,1.88920843844e-05
Incidence,African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2004,15.31385632605,19.39556558705,11.52147912451
Deaths,African Region,Both,All ages,Rheumatic heart disease,Number,2005,16362.109733042564,24067.033431408217,10514.97933721717
Deaths,African Region,Both,All ages,Rheumatic heart disease,Percent,2005,0.0018639955900108,0.0027426689908025,0.001193169690776
Deaths,African Region,Both,All ages,Rheumatic heart disease,Rate,2005,2.138431934734147,3.145420346381427,1.3742462295290852
Deaths,African Region,Both,All ages,Atrial fibrillation and flutter,Number,2005,6398.068780906084,8149.326742391121,4985.08005165232
Deaths,African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0007288514582501,0.0009284792532273,0.0005689482330554
Deaths,African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2005,0.8361901261476852,1.0650692873254326,0.6515207729069042
Deaths,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,22047.572405386385,32701.70287769813,13782.30035980381
Deaths,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0025117039778206,0.0037452818326342,0.0015674168394091
Deaths,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,2.8814886151160457,4.273921083210676,1.8012659555744177
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Rheumatic heart disease,Number,2005,1321137.6656424962,1811411.449257392,965135.0666688688
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Rheumatic heart disease,Percent,2005,0.0021314277248458,0.0028930677221375,0.0016002462213049
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Rheumatic heart disease,Rate,2005,172.66495705530832,236.74086980437144,126.13750192180734
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Atrial fibrillation and flutter,Number,2005,186683.6475814477,239164.57455529607,146142.9458863756
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0003012383789466,0.0003753638882325,0.0002392334397972
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2005,24.39845962373883,31.257409480228937,19.10002729589547
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,1150606.587857344,1608838.5506904768,809467.1398651673
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0018581821396019,0.0026110502308092,0.0013139313821719
DALYs (Disability-Adjusted Life Years),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,150.37754372351984,210.26577811540992,105.79261539298484
YLDs (Years Lived with Disability),African Region,Both,All ages,Rheumatic heart disease,Number,2005,609050.0219768286,985453.4363030712,374421.9745470415
YLDs (Years Lived with Disability),African Region,Both,All ages,Rheumatic heart disease,Percent,2005,0.0076576123767421,0.0098340851931409,0.0055751827384031
YLDs (Years Lived with Disability),African Region,Both,All ages,Rheumatic heart disease,Rate,2005,79.59927161566,128.79299385997,48.93475966737
YLDs (Years Lived with Disability),African Region,Both,All ages,Atrial fibrillation and flutter,Number,2005,93942.00768323036,144879.374846959,60604.82244018932
YLDs (Years Lived with Disability),African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0011885700926501,0.00160234513614,0.0008100606357305
YLDs (Years Lived with Disability),African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2005,12.27767033227,18.9348859598,7.92069542495
YLDs (Years Lived with Disability),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,315135.5183201975,457492.53244355024,198538.6636426036
YLDs (Years Lived with Disability),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0039710842130868,0.0051300705739099,0.0029795286622576
YLDs (Years Lived with Disability),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,41.18636698689,59.79159516966,25.94784080658
YLLs (Years of Life Lost),African Region,Both,All ages,Rheumatic heart disease,Number,2005,712087.643665667,1070728.966615219,451872.2260078651
YLLs (Years of Life Lost),African Region,Both,All ages,Rheumatic heart disease,Percent,2005,0.0013191523250612,0.0019829086657499,0.0008325144018368
YLLs (Years of Life Lost),African Region,Both,All ages,Rheumatic heart disease,Rate,2005,93.06568543964252,139.93800634590326,59.057054027893976
YLLs (Years of Life Lost),African Region,Both,All ages,Atrial fibrillation and flutter,Number,2005,92741.6398982174,117748.75618457292,73501.86145322246
YLLs (Years of Life Lost),African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0001717969532679,0.0002174070343598,0.0001359836933775
YLLs (Years of Life Lost),African Region,Both,All ages,Atrial fibrillation and flutter,Rate,2005,12.120789291460422,15.389072962383402,9.60626290609457
YLLs (Years of Life Lost),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,835471.0695371475,1238208.8290544322,523602.42650835786
YLLs (Years of Life Lost),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.001547734093615,0.0022842338092116,0.0009679262742202
YLLs (Years of Life Lost),African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,109.19117673662662,161.8266436981904,68.43177122132364
Prevalence,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,6166702.502238993,8015324.982736208,4731052.816500072
Prevalence,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0081386923401236,0.0105735587157636,0.0062398821885791
Prevalence,African Region,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,805.95190827758,1047.55604197798,618.32090071409
Prevalence,African Region,Both,All ages,Rheumatic heart disease,Number,2005,12859683.735661749,15571382.644667886,10061405.951415956
Prevalence,African Region,Both,All ages,Rheumatic heart disease,Percent,2005,0.0169721512199356,0.020556837094802,0.0132578589730692
Prevalence,African Region,Both,All ages,Rheumatic heart disease,Rate,2005,1680.68536512661,2035.08853433969,1314.96684387724
Prevalence,African Region,Both,All ages,Atrial fibrillation and flutter,Number,2005,1240625.6816438718,1575051.1344862953,931243.5104557818
Prevalence,African Region,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0016373344046151,0.0020779854118149,0.0012284715320576
